ID,Feature,Screen,State,Variant,Width,Height,TextScale,Keyboard,Fixture,Filename,SHA256,Notes
AHDASH-V10-0089,Authentication,03 Sign In,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/03_sign_in_keyboard_390x844.png,0096d1749a75862f9d7e9c55effada4d2aad307a7252032a841cb1272da3a3fe,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0090,Authentication,04 Create Account,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/04_create_account_keyboard_390x844.png,1ca9eafd74506ae837e5db42421911861bcb180cd462d5b7b4ceb3d2eb8d1f08,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0091,Categories,06 Category Selection,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/06_category_search_keyboard_390x844.png,030fd5895dbb6343473a709ab8f6409268a438fd2d4083b977ee229c5fd3b26d,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0092,Party Setup,08 Team Setup,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/08_team_setup_keyboard_390x844.png,1cbc7ba594254ce6e52bba8c1d2e8e6173dd520624e8a53ad742b7fe09b9ed39,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0093,Party Setup,09 Team Splitter,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/09_team_splitter_keyboard_390x844.png,36b868a7d248aadcc681ad64416a79fd4d46223bda070502eb91fc047382f53c,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0094,Tournament,20 Create Tournament,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/20_create_tournament_keyboard_390x844.png,3bb476e1bd9ec36e4fa27f5b9bcf07ca0691b7a707cf81ae14cdec9f2b4ca535,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0095,Friends,35 Friends,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/35_friends_search_keyboard_390x844.png,43df6c68f779b60aed6e8b1613dcf0f6a106970bb7a0348655aef6009083110e,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0096,Report,41 Report a Problem,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/41_report_problem_keyboard_390x844.png,52029256fbcacb52acb1f49281cc256ef968566052e10a7872ef22a7c75132e4,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0097,Football Preferences,42 Football Preferences,Focused field / keyboard open,Keyboard,390,844,1.0,Yes,TEST-ONLY,25_keyboard/42_football_preferences_keyboard_390x844.png,4ca4e6bbd7a7daa33249261cf7486f951a099ba2a730fe6879ecef66f893e781,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0098,Authentication,03 Sign In,Representative,Text scale,390,844,1.3,No,TEST-ONLY,02_auth/03_sign_in_text_scale_1.3_390x844.png,a55976b7483fab431d77e2cba12cdf0b8d67d8b5f910a93093db71386673dad9,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0099,Authentication,04 Create Account,Representative,Text scale,390,844,1.3,No,TEST-ONLY,02_auth/04_create_account_text_scale_1.3_390x844.png,30a7f0712c2d402e9812efd3596f7e7460e68255d17be8d0701674853c51eefb,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0100,Home,05 Home,Representative,Text scale,390,844,1.3,No,TEST-ONLY,03_home/05_home_signed_in_text_scale_1.3_390x844.png,014d4e4416178c1cd7df36e5e09322a49c3d7cb6b95cfb66193fd92e98ca634b,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0101,Categories,06 Category Selection,Representative,Text scale,390,844,1.3,No,TEST-ONLY,04_categories/06_category_selection_text_scale_1.3_390x844.png,0ed2a98963fc115471fb23891f682f073b7474a44ed22f1ea06cf52f6421ab29,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0102,Party Setup,08 Team Setup,Representative,Text scale,390,844,1.3,No,TEST-ONLY,05_party_setup/08_team_setup_text_scale_1.3_390x844.png,3f152c0104a0908ffe440188210ce60cbf265549552dff44d9702553fd44f8d7,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0103,Party Gameplay,12 Game Board,Representative,Text scale,390,844,1.3,No,TEST-ONLY,06_party_gameplay/12_game_board_text_scale_1.3_390x844.png,82ade3bbb362324a8ed6fdb06778d2f794e49b77e7aebc8380b5067e3aae55b5,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0104,Tournament,23 Tournament Bracket,Representative,Text scale,390,844,1.3,No,TEST-ONLY,08_tournament/23_tournament_bracket_text_scale_1.3_390x844.png,9289b1885e27a85b89fa47c602ecff3329b37b47296143696c9ffdb55c23b7ea,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0105,Friends,35 Friends,Representative,Text scale,390,844,1.3,No,TEST-ONLY,12_friends/35_friends_text_scale_1.3_390x844.png,5f26d2fc7da1f667e703fd82708d8df6f74f2198d18139a1fe678fd79399383a,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0106,Settings,40 Settings,Representative,Text scale,390,844,1.3,No,TEST-ONLY,17_settings/40_settings_text_scale_1.3_390x844.png,24918904c66e43bd4cf508b63661d7427877f7d9dc31c118d5bb97a5ac841f85,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0107,Premium,43 Premium,Representative,Text scale,390,844,1.3,No,TEST-ONLY,20_premium/43_premium_text_scale_1.3_390x844.png,5f6a3c1db5c8a66f1e6e33dd106f95f4ddb7e0e802c8a8a8b1983b84f89a3f2f,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0108,Home,05 Home,Representative,Responsive 393x852,393,852,1.0,No,TEST-ONLY,03_home/05_home_signed_in_responsive_393x852.png,8d2932a05a166c2b2b06e569f0acbb6be81fa75efb00f968a55810a838c5de00,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0109,Home,05 Home,Representative,Responsive 412x915,412,915,1.0,No,TEST-ONLY,03_home/05_home_signed_in_responsive_412x915.png,ef862698fcfdee957f949e1ddd2b5fcfb25de8ff3f962bbfcca6267548694a99,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0110,Home,05 Home,Representative,Responsive 430x932,430,932,1.0,No,TEST-ONLY,03_home/05_home_signed_in_responsive_430x932.png,afec5cdc5a07989713831736f9102578f52aa1d0ab96ab4d15d76113517ef40c,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0111,Party Gameplay,12 Game Board,Representative,Responsive 393x852,393,852,1.0,No,TEST-ONLY,06_party_gameplay/12_game_board_mid_game_responsive_393x852.png,250f325bd5f3175a052459f88f7e0c4c0d5ae4c606aafee363621e0a849f8f10,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0112,Party Gameplay,12 Game Board,Representative,Responsive 412x915,412,915,1.0,No,TEST-ONLY,06_party_gameplay/12_game_board_mid_game_responsive_412x915.png,b9eeefc448ff9ddcef01ea0765c2c2a1f3bc0d88d69fa1cd19755a19eaf18dc3,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0113,Party Gameplay,12 Game Board,Representative,Responsive 430x932,430,932,1.0,No,TEST-ONLY,06_party_gameplay/12_game_board_mid_game_responsive_430x932.png,0c4297f4fd88db4c7825a0eacc142bb0374277124bc2b7a6f17fe6800967eaab,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0114,Friends,35 Friends,Representative,Responsive 393x852,393,852,1.0,No,TEST-ONLY,12_friends/35_friends_responsive_393x852.png,3f815400843d20a0b8ef7c7fe82be5955999e7821efb736d317fa003e7bfabbc,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0115,Friends,35 Friends,Representative,Responsive 412x915,412,915,1.0,No,TEST-ONLY,12_friends/35_friends_responsive_412x915.png,b9099fb859ccbabbd5e1dd5cbb7331c8fad40436f8b9a1c35d4464b526844a45,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0116,Friends,35 Friends,Representative,Responsive 430x932,430,932,1.0,No,TEST-ONLY,12_friends/35_friends_responsive_430x932.png,48c9266091a69c50e2ec34cf19d409b3f073c74fee8f186aa4b95a26ca7fa931,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0117,Settings,40 Settings,Representative,Responsive 393x852,393,852,1.0,No,TEST-ONLY,17_settings/40_settings_responsive_393x852.png,04f33f426f6d668e0e46f41928a06d277cb66a0be00fb878ac4e9c20c96cf574,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0118,Settings,40 Settings,Representative,Responsive 412x915,412,915,1.0,No,TEST-ONLY,17_settings/40_settings_responsive_412x915.png,8dfdbb27751023cdb456c4009359d1236823204a536663228e8faa2fe6b38031,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0119,Settings,40 Settings,Representative,Responsive 430x932,430,932,1.0,No,TEST-ONLY,17_settings/40_settings_responsive_430x932.png,4d68d79c2b61b55dd704103e0a218b705c7e8620ce66d8b9eb3b6329eee3161d,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0120,Premium,43 Premium,Representative,Responsive 393x852,393,852,1.0,No,TEST-ONLY,20_premium/43_premium_responsive_393x852.png,7422f7da016f9e906611bf68d4181a56716a75cd9a01d771cb55820bf3f5d236,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0121,Premium,43 Premium,Representative,Responsive 412x915,412,915,1.0,No,TEST-ONLY,20_premium/43_premium_responsive_412x915.png,97c258a925bfd291b5a0e40cdef2c3c3dd9dab3ed4a8d54fc26709c05edff219,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0122,Premium,43 Premium,Representative,Responsive 430x932,430,932,1.0,No,TEST-ONLY,20_premium/43_premium_responsive_430x932.png,a5176fa4ed4f95fa78726cb183cab74fe8961b8d20d54ac849e71ae4d1db3c16,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0123,Friends,35 Friends,Populated,Primary,390,844,1.0,No,TEST-ONLY,12_friends/35_friends_populated_fixture_primary_390x844.png,7324d5b28fb6ef6d33924927b9e39a0dd9c2a1d466b4ae606a25b8ca2b8678ee,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0124,Friends,35 Friends,Search results,Primary,390,844,1.0,No,TEST-ONLY,12_friends/35_friends_search_results_fixture_primary_390x844.png,312f43bc881f5795a1bc69c5e8ab03fc21e1edd1b8fe744f7f5707f93c300bec,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0125,Friends,35 Friends,Search no results,Primary,390,844,1.0,No,TEST-ONLY,12_friends/35_friends_search_no_results_primary_390x844.png,cc6bb74373cfc0b924ea7ed3bec0bae7c0d23dd0c7976b03626f6d8bab62a922,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0126,Blocked Players,36 Blocked Players,Populated,Primary,390,844,1.0,No,TEST-ONLY,13_blocked_players/36_blocked_players_populated_fixture_primary_390x844.png,7a938e30ab40e6441f09a7f57a74804163441780edc427ff7b0ba62e076879f5,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0127,Saved Games & Help,18 Saved Party Games,Multiple games,Primary,390,844,1.0,No,TEST-ONLY,07_saved_games/18_saved_games_multiple_fixture_primary_390x844.png,f39099d4c83e9a939471d32ef204c8a0c17c50df46acc38e00d6458e220f3ea3,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0128,Ranking,34 Ranking,Populated,Primary,390,844,1.0,No,TEST-ONLY,11_ranking/34_ranking_populated_fixture_primary_390x844.png,909458269756d05564c3455928d6a650897cbd21e651a722b2949d5bbb14c930,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0129,Notifications,39 Notifications,Populated,Primary,390,844,1.0,No,TEST-ONLY,16_notifications/39_notifications_populated_fixture_primary_390x844.png,dd5e7666cfdb6033f43ccb2b8c9570fb7b1aeed9362cf2a883dc98371e1061cc,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0130,Friends,35 Friends,Empty,Primary,390,844,1.0,No,TEST-ONLY,22_empty_states/35_friends_empty_primary_390x844.png,ad77cd9a3fc742fed56f3fe951344db196f4e0b909f53b21eb534e6d9350e1d6,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0131,Blocked Players,36 Blocked Players,Empty,Primary,390,844,1.0,No,TEST-ONLY,22_empty_states/36_blocked_players_empty_primary_390x844.png,5df38d5e94239e4563046de60b281380df39c8a08c822d2e718ecb92a31cc735,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0132,Ranking,34 Ranking,Empty,Primary,390,844,1.0,No,TEST-ONLY,22_empty_states/34_ranking_empty_primary_390x844.png,24d8eabb4b0320ddb6c8ffd3f0001d1ba7f8bff6bed4a862e94f51ef755e8478,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0133,Saved Games & Help,18 Saved Party Games,Empty,Primary,390,844,1.0,No,TEST-ONLY,22_empty_states/18_saved_games_empty_primary_390x844.png,20de20c530b753983cc6e27c75eec29cab75151909b1b0f12dc44e69fab2523d,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0134,Notifications,39 Notifications,Empty,Primary,390,844,1.0,No,TEST-ONLY,22_empty_states/39_notifications_empty_primary_390x844.png,aed9f3297f122740bfb4bb4ce1beeeef3a6b2e19396519c89a0f38d04b16c96e,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0135,Friends,35 Friends,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/35_friends_loading_primary_390x844.png,a033601b91bbb594d76a273d6d253e4423bd6c6136d86480df1385592de16fbf,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0136,Notifications,39 Notifications,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/39_notifications_loading_primary_390x844.png,930d93100eb824946bc1e01651371ffdce01b2475137d9b30d0e2d5c275d2038,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0137,Ranking,34 Ranking,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/34_ranking_loading_primary_390x844.png,19fc03d89ae51691f89d1d064c051a15cfb5969488c92521945c02cb7c3f7057,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0138,Premium,43 Premium,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/43_premium_loading_primary_390x844.png,6a0dcdd29512c209ff81e3b7ace775b35eec0ea64cb16b3276eda27af2318172,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0139,Authentication,03 Sign In,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/03_sign_in_submitting_primary_390x844.png,f2154cb095664572f0b501c8cb020be393ed71db0f134520980e2a14d70a5fb7,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0140,Authentication,03 Sign In,Loading / submitting,Primary,390,844,1.0,No,TEST-ONLY,23_loading_states/03_google_auth_loading_primary_390x844.png,2f558b9937b96e020bec285f5c0947f0e50aecb71ab5aea379a5fe4b16af577c,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0141,Friends,35 Friends,Error,Primary,390,844,1.0,No,TEST-ONLY,24_error_states/35_friends_error_primary_390x844.png,d92cc14661f58ec6a4b0e43655f544632c53a178cad097d44878425ca252204f,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0142,Blocked Players,36 Blocked Players,Error,Primary,390,844,1.0,No,TEST-ONLY,24_error_states/36_blocked_players_error_primary_390x844.png,ce177e0af8ed311476f2c69884d13e062540fbf3f199c1e9487c8858b9753dbe,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0143,Notifications,39 Notifications,Error,Primary,390,844,1.0,No,TEST-ONLY,24_error_states/39_notifications_error_primary_390x844.png,9ce7fc4375cd00e22ec057b391a48f193ce382456c5cbc419355244320e16891,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0144,Ranking,34 Ranking,Error,Primary,390,844,1.0,No,TEST-ONLY,24_error_states/34_ranking_error_primary_390x844.png,c7ab7ca2e59b05dba100a7f1f3cb1228aea3b3353aa38218fdcfa725b018d083,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0145,Authentication,03 Sign In,Error,Primary,390,844,1.0,No,TEST-ONLY,24_error_states/03_google_auth_failure_primary_390x844.png,5e9467432e5544581e761e8a5bb5f9314158ad255a92a3c85ce28adfcce4f38c,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0146,Authentication,03 Sign In,Validation errors,Primary,390,844,1.0,No,TEST-ONLY,02_auth/03_sign_in_validation_errors_primary_390x844.png,b27206a90333e1bbef595fab4381d9004689120bae4e3d127bdb9b4596a0ed93,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0147,Authentication,04 Create Account,Validation errors,Primary,390,844,1.0,No,TEST-ONLY,02_auth/04_create_account_validation_errors_primary_390x844.png,3f73f6c0867de86d8e4ed2e730cba6005cd6b3b2da9354a15394f8fa98c0f733,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0148,Authentication,03 Sign In,Password visible / filled,Primary,390,844,1.0,No,TEST-ONLY,02_auth/03_sign_in_password_visible_primary_390x844.png,619996baa688db83c211f2e2f8e35c63cebcd762969fa620922bd25b5329b65e,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0149,Authentication,04 Create Account,Filled form,Primary,390,844,1.0,No,TEST-ONLY,02_auth/04_create_account_filled_fixture_primary_390x844.png,79b669573114dec93b3ada366b20fa54a6eb6c2df540c67f663a7e6edd5a2a52,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0150,Guest,05 Home,Guest,Primary,390,844,1.0,No,TEST-ONLY,21_guest/05_home_guest_primary_390x844.png,1974a7ce30eee3ad871a0b254132c346ba9b10c37117bb2962155be3210111f3,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0151,Guest,05 Home,Guest,Compact,360,800,1.0,No,TEST-ONLY,21_guest/05_home_guest_compact_360x800.png,2034aa2dd700a328a8cf6ef65289e9fbc2486d725b34f46c9734d531e4fa7b41,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0152,Guest,Auth Gate,Generic protected action,Primary,390,844,1.0,No,TEST-ONLY,21_guest/global_guest_auth_gate_primary_390x844.png,1e88aaa19c5d22989501111d4d55e70f9f108e51c5abbf043d0d112f40fb50f1,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0153,Guest,35 Friends,Guest restricted / Auth Gate,Primary,390,844,1.0,No,TEST-ONLY,21_guest/35_friends_guest_auth_gate_primary_390x844.png,7db4d7c335e437a64776452429baa85eefd71ae3cfa02ca8f5ac1b70ea7e6ba8,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0154,Guest,36 Blocked Players,Guest restricted / Auth Gate,Primary,390,844,1.0,No,TEST-ONLY,21_guest/36_blocked_players_guest_auth_gate_primary_390x844.png,5a623bbc68fbd689e8d1f7d9cde34f3e5f4c2eab1e75e0e65571adfc0bb8c56f,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0155,Guest,33 Team Challenge,Guest restricted / Auth Gate,Primary,390,844,1.0,No,TEST-ONLY,21_guest/33_team_challenge_guest_auth_gate_primary_390x844.png,6aa1f7a697fec357bf8174f17d7690842cffabab445d22f908bdfc2f08b3c1f0,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0156,Guest,38 Profile,Guest restricted / Auth Gate,Primary,390,844,1.0,No,TEST-ONLY,21_guest/38_profile_guest_auth_gate_primary_390x844.png,bb9741afac8f8318f0198b828478c41eaf3340aad72a5fd26f7ba1177a02fcd6,Exact logical-pixel Flutter render; copied losslessly.
AHDASH-V10-0157,Prior visual review,Account surfaces,Before / after evidence,Existing review artifact,1200,3500,1.0,No,No,29_before_after_if_available/account_review.png,559977de3d7381ac7517636b31131540eb608769452f6824078487ebefe21bd2,Existing visual comparison artifact copied losslessly; not a newly rendered product state.
AHDASH-V10-0158,Prior visual review,05 Home,Before / after evidence,Existing review artifact,1200,700,1.0,No,No,29_before_after_if_available/home_before_after.png,4f3dbe18daa01b12c2495a500b9c6a02394a32e0ce85e1e7fee25f84d68c137b,Existing visual comparison artifact copied losslessly; not a newly rendered product state.
AHDASH-V10-0159,Prior visual review,Party flow,Before / after evidence,Existing review artifact,1200,2800,1.0,No,No,29_before_after_if_available/party_review.png,1b5cb686af2bb253494bd38259f33f34ab7e0bd5ed5004eec2dd89b35788f5eb,Existing visual comparison artifact copied losslessly; not a newly rendered product state.
AHDASH-V10-0160,Prior visual review,Tournament flow,Before / after evidence,Existing review artifact,1200,2100,1.0,No,No,29_before_after_if_available/tournament_review.png,8194688d33e908c4eec068325e680073898b3b9fa86e4dcf1069da90c04ded96,Existing visual comparison artifact copied losslessly; not a newly rendered product state.
AHDASH-V10-0161,Authentication,03 Sign In,Brand header,Detail crop,390,150,1.0,No,No,28_detail_crops/detail__signin__brand_header.png,a39e899c982e09874f93b04b9f4b6d74c4b56099356b581918ed900be59ba5ae,"Major-screen detail. Exact crop (0, 0, 390, 150) from 02_auth/03_sign_in_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0162,Authentication,03 Sign In,Social auth actions,Detail crop,354,174,1.0,No,No,28_detail_crops/detail__signin__social_auth.png,491c4ecd06ef2d7fca2d41e38d18528911570358c9d9b8c721c520f1216df02c,"Major-screen detail. Exact crop (18, 120, 372, 294) from 02_auth/03_sign_in_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0163,Authentication,03 Sign In,Email and password fields,Detail crop,350,240,1.0,No,No,28_detail_crops/detail__signin__email_password_fields.png,637831e910ac9f8a19f21f473e39e9c3fad9359ee90887445adf2c51c4802127,"Major-screen detail. Exact crop (20, 270, 370, 510) from 02_auth/03_sign_in_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0164,Authentication,03 Sign In,Primary CTA,Detail crop,350,135,1.0,No,No,28_detail_crops/detail__signin__primary_cta.png,1c827f04ee70eba531c5d82c1157cbeae38b5f5e330f37e829e277479b42e75f,"Major-screen detail. Exact crop (20, 500, 370, 635) from 02_auth/03_sign_in_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0165,Authentication,03 Sign In,Account switch and Guest actions,Detail crop,350,205,1.0,No,No,28_detail_crops/detail__signin__account_guest_actions.png,6a03361267ae022733b87f01680c83f43bc687f95f11400f875e315e66ddcb76,"Major-screen detail. Exact crop (20, 610, 370, 815) from 02_auth/03_sign_in_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0166,Authentication,04 Create Account,Footer and legal area,Detail crop,354,224,1.0,No,No,28_detail_crops/detail__create_account__footer_legal.png,c3ddc00c991abcb87a4f7d4dc30bed73d1fe77d241d35c704fb78e2765afbd11,"Major-screen detail. Exact crop (18, 620, 372, 844) from 02_auth/04_create_account_empty_primary_390x844.png; no resize or annotation."
AHDASH-V10-0167,Home,05 Home,Header,Detail crop,390,170,1.0,No,TEST-ONLY,28_detail_crops/detail__home__header.png,14650752c93cd14d95f408f2de781787b68ea9b72451bc6bea188e955ece2275,"Major-screen detail. Exact crop (0, 0, 390, 170) from 03_home/05_home_signed_in_primary_390x844.png; no resize or annotation."
AHDASH-V10-0168,Home,05 Home,Party primary hero,Detail crop,366,290,1.0,No,TEST-ONLY,28_detail_crops/detail__home__party_hero.png,cdf5e9f9d01d7a8562c4ccfcebdb6484f55fd41aa96b75167fdd501e811d52cf,"Major-screen detail. Exact crop (12, 120, 378, 410) from 03_home/05_home_signed_in_primary_390x844.png; no resize or annotation."
AHDASH-V10-0169,Home,05 Home,"Tournament, Solo, and Team Challenge",Detail crop,366,310,1.0,No,TEST-ONLY,28_detail_crops/detail__home__secondary_modes.png,87f48e5ebfd6a2a531f411ef2ae59294a593ab1a245eb424e22554a2ca769ac0,"Major-screen detail. Exact crop (12, 380, 378, 690) from 03_home/05_home_signed_in_primary_390x844.png; no resize or annotation."
AHDASH-V10-0170,Home,05 Home,Saved games and discovery links,Detail crop,366,194,1.0,No,TEST-ONLY,28_detail_crops/detail__home__discovery_links.png,228b794cc245b2d13eb92804aaf86bd4a90d7b9f56e74b1fff05ebb8daeda046,"Major-screen detail. Exact crop (12, 650, 378, 844) from 03_home/05_home_signed_in_primary_390x844.png; no resize or annotation."
AHDASH-V10-0171,Categories,06 Category Selection,Search and header,Detail crop,390,220,1.0,No,TEST-ONLY,28_detail_crops/detail__categories__search_header.png,2aad4d3d58c6ae59363c5a2a6dac214f992418bb2324caa90be6dd8f825b7fc1,"Major-screen detail. Exact crop (0, 0, 390, 220) from 04_categories/06_category_selection_six_selected_primary_390x844.png; no resize or annotation."
AHDASH-V10-0172,Categories,06 Category Selection,Category cards and selection,Detail crop,366,460,1.0,No,TEST-ONLY,28_detail_crops/detail__categories__cards_selected.png,c198cf05a1717abeb2572b4a409feafcaca4b8eea50b62cb6f9883ebdc4be4ed,"Major-screen detail. Exact crop (12, 180, 378, 640) from 04_categories/06_category_selection_six_selected_primary_390x844.png; no resize or annotation."
AHDASH-V10-0173,Categories,06 Category Selection,Selection counter and CTA,Detail crop,366,234,1.0,No,TEST-ONLY,28_detail_crops/detail__categories__counter_cta.png,44f7a93bc84b9fb19551507596b69154fa2edb180de767ade3ffd6564c91e517,"Major-screen detail. Exact crop (12, 610, 378, 844) from 04_categories/06_category_selection_six_selected_primary_390x844.png; no resize or annotation."
AHDASH-V10-0174,Categories,07 Category Detail,Media and metadata,Detail crop,366,500,1.0,No,TEST-ONLY,28_detail_crops/detail__category_detail__media_metadata.png,4196cc92983b9787e95e950b4fdc86ea8b918c6ef1734fb679da9be1d52165d2,"Major-screen detail. Exact crop (12, 110, 378, 610) from 04_categories/07_category_detail_populated_primary_390x844.png; no resize or annotation."
AHDASH-V10-0175,Categories,07 Category Detail,CTA area,Detail crop,366,254,1.0,No,TEST-ONLY,28_detail_crops/detail__category_detail__cta.png,f4791727bd3169a62a4742836c4dd4c6b20fae953f6bf7390f3440ce305e5b1f,"Major-screen detail. Exact crop (12, 590, 378, 844) from 04_categories/07_category_detail_populated_primary_390x844.png; no resize or annotation."
AHDASH-V10-0176,Party Setup,08 Team Setup,"Team A, VS, Team B, and colors",Detail crop,366,540,1.0,No,TEST-ONLY,28_detail_crops/detail__team_setup__teams_vs_colors.png,4947f31cbc067fb6e59dd6e802d9b8a9656d6d4831e75a781bfcc457ea01fee8,"Major-screen detail. Exact crop (12, 110, 378, 650) from 05_party_setup/08_team_setup_populated_primary_390x844.png; no resize or annotation."
AHDASH-V10-0177,Party Setup,08 Team Setup,Distribution control and CTA,Detail crop,358,224,1.0,No,TEST-ONLY,28_detail_crops/detail__team_setup__distribution_cta.png,840e3ea4f7479879d84c77248ee8c8976d9916d4bdf99623a30942af150be5e0,"Major-screen detail. Exact crop (16, 620, 374, 844) from 05_party_setup/08_team_setup_populated_primary_390x844.png; no resize or annotation."
AHDASH-V10-0178,Party Setup,09 Team Splitter,Player chips and automatic allocation,Detail crop,366,510,1.0,No,TEST-ONLY,28_detail_crops/detail__team_splitter__player_chips.png,f93040402d3dae8f822051329b92d361b439bf3c9f9ba2b5fbbe408217093527,"Major-screen detail. Exact crop (12, 140, 378, 650) from 05_party_setup/09_team_splitter_automatic_primary_390x844.png; no resize or annotation."
